,Start Time
2684,2022-07-03 10:03:20
2685,2022-07-03 09:07:23
2686,2022-07-03 08:57:03
2687,2022-07-03 04:11:31
2688,2022-07-03 03:50:04
2689,2022-07-03 00:34:17
2690,2022-07-02 23:22:26
2691,2022-07-02 22:22:24
2692,2022-07-02 22:00:42
2693,2022-07-02 04:49:43
2694,2022-07-02 03:52:47
2695,2022-07-02 03:22:08
2696,2022-07-02 03:21:30
2697,2022-07-02 03:21:13
2698,2022-07-02 03:19:44
2699,2022-07-02 03:18:48
2700,2022-06-25 23:03:19
2701,2022-06-25 23:03:17
2702,2022-06-25 09:45:37
2703,2022-06-25 08:50:09
2704,2022-06-25 08:37:29
2705,2022-06-25 07:43:08
2706,2022-06-25 06:41:42
2707,2022-06-25 06:28:22
2708,2022-06-25 06:28:05
2709,2022-06-25 06:27:38
2710,2022-06-25 05:05:57
2711,2022-06-25 02:04:37
2712,2022-06-25 02:02:12
2713,2022-06-24 07:08:33
2714,2022-06-24 06:08:34
2715,2022-06-24 05:06:14
2716,2022-06-24 03:46:03
2717,2022-06-23 23:54:11
2718,2022-06-23 22:54:11
2719,2022-06-22 21:59:05
2720,2022-06-18 07:56:49
2721,2022-06-16 22:20:27
2722,2022-06-16 06:09:59
2723,2022-06-16 04:58:12
2724,2022-06-16 04:27:07
2725,2022-06-15 21:50:57
2726,2022-06-15 21:47:49
2727,2022-06-15 21:47:27
2728,2022-06-15 04:11:43
2729,2022-06-15 03:25:57
2730,2022-06-14 23:48:43
2731,2022-06-14 22:52:43
2732,2022-06-13 23:13:54
2733,2022-06-13 22:00:30
2734,2022-06-13 21:05:39
2735,2022-06-13 21:05:25
2736,2022-06-13 21:04:53
2737,2022-06-13 21:04:15
2738,2022-06-13 06:11:42
2739,2022-06-13 06:04:40
2740,2022-06-11 04:54:03
2741,2022-06-02 22:32:35
2742,2022-06-02 22:20:50
2743,2022-05-27 06:21:25
2744,2022-05-27 06:20:42
2745,2022-05-27 06:20:11
2746,2022-05-24 07:55:13
2747,2022-05-24 05:20:13
2748,2022-05-24 03:30:15
2749,2022-05-24 02:04:57
2750,2022-05-24 02:04:43
2751,2022-05-23 21:52:21
2752,2022-05-23 21:51:11
2753,2022-05-09 19:01:11
2754,2022-05-02 19:39:30
2755,2022-05-02 19:39:30
2756,2022-05-02 19:39:08
2757,2022-04-30 20:55:55
2758,2022-04-30 20:55:40
2759,2022-04-30 20:43:25
2760,2022-04-30 20:34:20
2761,2022-04-28 20:39:43
2762,2022-04-28 03:40:55
2763,2022-01-20 21:33:55
2764,2022-01-20 21:20:26
2765,2022-01-07 10:08:46
2766,2021-11-28 02:52:39
2767,2021-11-27 05:24:27
2768,2021-11-26 05:03:38
2769,2021-11-24 07:51:18
2770,2021-11-24 07:51:18
2771,2021-11-22 05:54:15
2772,2021-11-22 05:53:48
2773,2021-11-21 07:38:33
2774,2021-11-21 04:07:40
2775,2021-11-21 03:08:31
2776,2021-10-12 23:10:06
2777,2021-10-09 08:34:48
2778,2021-10-09 03:47:48
2779,2021-10-09 02:34:04
2780,2021-10-08 22:40:23
2781,2021-10-08 22:23:37
2782,2021-10-08 21:36:39
2783,2021-10-08 07:43:01
2784,2021-10-08 06:59:18
2785,2021-10-08 05:19:25
2786,2021-10-06 06:47:31
2787,2021-10-06 05:57:27
2788,2021-10-06 05:10:19
2789,2021-10-06 05:02:31
2790,2021-10-04 19:14:18
2791,2021-10-04 06:40:26
2792,2021-10-04 06:16:40
2793,2021-10-04 01:42:37
2794,2021-10-03 04:51:17
2795,2021-10-03 04:02:56
2796,2021-10-02 20:53:28
2797,2021-10-02 20:16:47
2798,2021-10-02 19:41:07
2799,2021-10-02 09:16:21
2800,2021-10-02 08:18:01
2801,2021-10-02 04:12:52
2802,2021-10-02 03:28:58
2803,2021-09-26 21:36:19
2804,2021-09-26 21:36:19
2805,2021-09-26 21:08:08
2806,2021-09-25 18:52:58
2807,2021-09-25 07:45:29
2808,2021-09-25 07:42:24
2809,2021-09-25 07:42:09
2810,2021-09-19 00:15:48
2811,2021-09-18 23:13:33
2812,2021-09-18 21:55:30
2813,2021-09-18 21:17:33
2814,2021-09-18 20:25:13
2815,2021-09-14 19:02:57
2816,2021-09-14 18:55:22
2817,2021-09-13 23:00:34
2818,2021-09-13 22:56:24
2819,2021-09-13 21:25:49
2820,2021-09-07 17:35:40
2821,2021-09-07 17:35:40
2822,2021-09-07 17:33:19
2823,2021-09-04 06:21:38
2824,2021-09-04 05:28:44
2825,2021-08-28 07:09:26
2826,2021-08-22 14:30:01
2827,2021-08-22 13:50:18
2828,2021-08-21 17:32:47
2829,2021-08-21 17:03:32
2830,2021-08-20 06:05:57
2831,2021-08-20 06:03:28
2832,2021-08-20 06:01:19
2833,2021-08-19 21:52:14
2834,2021-08-19 21:25:49
2835,2021-08-17 21:54:38
2836,2021-08-17 21:24:28
2837,2021-08-17 20:13:40
2838,2021-08-14 10:45:03
2839,2021-08-14 10:38:07
2840,2021-08-13 20:46:31
2841,2021-08-09 06:40:08
2842,2021-08-09 06:38:53
2843,2021-08-09 06:36:52
2844,2021-08-08 18:17:18
2845,2021-08-08 18:16:10
2846,2021-08-06 08:21:53
2847,2021-08-03 12:10:35
2848,2021-08-01 09:54:49
2849,2021-07-30 15:03:53
2850,2021-07-28 16:01:03
2851,2021-07-28 11:55:09
2852,2021-07-28 11:54:10
2853,2021-07-28 11:20:19
2854,2021-07-28 10:54:04
2855,2021-07-28 10:27:47
2856,2021-07-28 10:04:18
2857,2021-07-25 22:02:39
2858,2021-07-25 21:31:03
2859,2021-07-25 21:02:35
2860,2021-07-24 10:51:02
2861,2021-07-18 21:45:07
2862,2021-07-18 21:13:07
2863,2021-07-10 06:43:05
2864,2021-07-09 22:08:44
2865,2021-07-09 21:21:11
2866,2021-07-09 15:16:17
2867,2021-07-09 15:14:45
2868,2021-07-09 15:05:29
2869,2021-07-08 19:46:19
2870,2021-07-08 19:34:59
2871,2021-07-08 19:25:43
2872,2021-07-08 19:07:17
2873,2021-07-08 19:00:38
2874,2021-07-08 18:52:05
2875,2021-07-08 18:45:38
2876,2021-07-08 18:39:10
2877,2021-07-08 18:33:32
2878,2021-07-08 18:33:00
2879,2021-07-08 18:21:26
2880,2021-07-08 10:59:04
2881,2021-07-08 10:46:35
2882,2021-07-08 10:46:22
2883,2021-07-08 10:39:08
2884,2021-07-08 09:51:26
2885,2021-07-07 18:52:14
2886,2021-07-07 18:46:19
2887,2021-07-07 18:42:38
2888,2021-07-07 18:10:17
2889,2021-07-07 18:09:32
2890,2021-07-07 16:51:21
2891,2021-07-07 16:51:17
2892,2021-06-30 22:48:36
2893,2021-06-27 19:37:07
2894,2021-06-27 19:09:34
2895,2021-06-27 18:42:12
2896,2021-06-27 18:37:24
2897,2021-06-27 17:19:11
2898,2021-06-27 17:12:53
2899,2021-06-25 09:37:08
2900,2021-06-25 08:11:23
2901,2021-06-25 08:11:19
2902,2021-06-25 08:05:45
2903,2021-06-25 06:13:08
2904,2021-06-25 06:09:09
2905,2021-06-25 06:08:42
2906,2021-06-24 20:57:01
2907,2021-06-24 13:46:34
2908,2021-06-24 12:49:14
2909,2021-06-24 06:49:33
2910,2021-06-24 06:46:46
2911,2021-06-23 19:37:22
2912,2021-06-23 19:36:51
2913,2021-06-23 19:35:20
2914,2021-06-23 19:08:54
2915,2021-06-23 07:50:47
2916,2021-06-23 07:37:41
2917,2021-06-23 07:19:23
2918,2021-06-23 07:18:11
2919,2021-06-23 07:16:14
2920,2021-06-22 20:58:14
2921,2021-06-22 19:35:59
2922,2021-06-22 19:24:25
2923,2021-06-22 19:15:47
2924,2021-06-22 19:15:32
2925,2021-06-22 19:02:48
2926,2021-06-22 18:54:20
2927,2021-06-22 06:35:37
2928,2021-06-22 06:30:00
2929,2021-06-22 06:23:54
2930,2021-06-22 06:15:48
2931,2021-06-21 19:54:38
2932,2021-06-21 19:53:21
2933,2021-06-21 19:47:35
2934,2021-06-21 19:34:50
2935,2021-06-21 19:30:32
2936,2021-06-21 19:14:55
2937,2021-06-21 19:04:56
2938,2021-06-21 19:02:33
2939,2021-06-21 19:02:26
2940,2021-06-21 18:59:26
2941,2021-06-21 18:53:14
2942,2021-06-21 18:52:10
2943,2021-06-21 17:15:47
2944,2021-06-21 17:15:32
2945,2021-06-21 08:47:09
2946,2021-06-21 07:09:14
2947,2021-06-21 06:59:54
2948,2021-06-21 06:30:24
2949,2021-06-21 06:28:20
2950,2021-06-20 21:12:10
2951,2021-06-20 20:17:16
2952,2021-06-20 18:28:50
2953,2021-06-20 18:26:39
2954,2021-06-20 09:23:20
2955,2021-06-20 09:20:19
2956,2021-06-20 09:15:43
2957,2021-06-20 09:15:02
2958,2021-06-20 08:00:42
2959,2021-06-20 07:56:30
2960,2021-06-20 07:49:20
2961,2021-06-20 07:11:41
2962,2021-06-20 06:44:47
2963,2021-06-20 06:39:19
2964,2021-06-20 06:33:48
2965,2021-06-20 06:33:01
2966,2021-06-19 22:39:26
2967,2021-06-19 21:46:11
2968,2021-06-19 21:28:14
2969,2021-06-19 14:16:53
2970,2021-06-19 13:12:35
2971,2021-06-19 13:11:51
2972,2021-06-19 13:11:31
2973,2021-06-19 13:06:40
2974,2021-06-18 11:43:27
2975,2021-06-17 22:02:03
2976,2021-06-17 21:24:55
2977,2021-06-17 12:34:25
2978,2021-06-16 22:10:48
2979,2021-06-16 20:51:18
2980,2021-06-16 19:58:43
2981,2021-06-16 13:56:55
2982,2021-06-16 12:51:15
2983,2021-06-16 11:58:55
2984,2021-06-15 21:37:02
2985,2021-06-15 19:57:13
2986,2021-06-15 19:56:47
2987,2021-06-15 16:44:12
2988,2021-06-15 12:34:03
2989,2021-06-15 11:34:29
2990,2021-06-13 12:16:37
2991,2021-06-13 11:59:01
2992,2021-06-13 11:57:06
2993,2021-06-13 10:20:06
2994,2021-06-12 17:18:36
2995,2021-06-11 19:01:21
2996,2021-05-19 06:39:16
2997,2021-05-19 04:59:36
2998,2021-04-19 18:04:05
2999,2021-04-19 17:55:41
3000,2021-04-19 17:49:11
3001,2021-04-16 13:59:22
3002,2021-04-16 13:20:17
3003,2021-04-16 12:56:32
3004,2021-04-09 11:55:42
3005,2021-04-09 11:34:57
3006,2021-04-09 10:50:24
3007,2021-03-30 04:26:06
3008,2021-03-30 04:00:21
3009,2021-03-29 18:04:42
3010,2021-03-28 17:53:46
3011,2021-03-28 17:03:04
3012,2021-03-28 15:10:16
3013,2021-03-28 15:08:55
3014,2021-03-28 15:08:22
3015,2021-03-28 15:08:05
3016,2021-03-28 14:24:27
3017,2021-03-28 12:29:52
3018,2021-03-28 12:25:19
3019,2021-03-28 10:13:27
3020,2021-03-28 10:06:39
3021,2021-03-27 18:23:17
3022,2021-03-27 16:03:16
3023,2021-03-27 16:02:06
3024,2021-03-27 14:59:29
3025,2021-03-27 12:34:30
3026,2021-03-27 12:29:31
3027,2021-03-27 12:21:08
3028,2021-03-27 12:18:02
3029,2021-03-27 12:17:15
3030,2021-03-07 14:14:46
3031,2021-03-07 13:58:53
3032,2021-03-07 13:51:50
3033,2021-02-28 20:34:55
3034,2021-02-17 18:59:45
3035,2021-02-17 04:58:09
3036,2021-02-17 03:43:35
3037,2021-02-17 03:20:44
3038,2021-02-17 01:57:53
3039,2021-02-16 20:14:43
3040,2021-02-16 20:10:16
3041,2021-02-16 20:04:36
3042,2021-02-16 19:59:20
3043,2021-02-16 19:56:54
3044,2021-02-16 19:54:28
3045,2021-02-16 19:50:29
3046,2021-02-16 19:46:59
3047,2021-02-16 19:04:00
3048,2021-02-16 19:00:21
3049,2021-02-16 06:46:36
3050,2021-02-16 06:39:31
3051,2021-02-14 06:20:54
3052,2021-02-14 05:19:48
3053,2021-01-20 21:18:45
3054,2021-01-18 23:24:19
3055,2021-01-18 09:04:28
3056,2021-01-18 07:34:31
3057,2021-01-18 07:04:40
3058,2021-01-17 22:02:43
3059,2021-01-17 10:16:21
3060,2021-01-17 08:33:18
3061,2021-01-17 06:46:10
3062,2021-01-17 05:21:05
3063,2021-01-17 04:59:08
3064,2021-01-17 03:24:48
3065,2021-01-17 02:02:20
3066,2021-01-17 00:33:09
3067,2021-01-14 03:13:48
3068,2021-01-14 02:32:24
3069,2021-01-14 01:47:22
3070,2021-01-14 01:02:52
3071,2021-01-14 00:52:15
3072,2021-01-13 23:23:25
3073,2021-01-13 22:23:47
3074,2021-01-13 21:08:30
3075,2021-01-13 19:57:15
3076,2021-01-13 19:40:50
3077,2021-01-13 12:21:58
3078,2021-01-13 11:34:20
3079,2021-01-13 10:47:24
3080,2021-01-13 10:01:13
3081,2021-01-13 09:04:54
3082,2021-01-13 08:22:46
3083,2021-01-13 07:41:18
3084,2021-01-13 06:40:51
3085,2021-01-13 05:59:44
3086,2021-01-13 05:14:29
3087,2021-01-13 04:28:42
3088,2021-01-13 03:41:19
3089,2021-01-13 02:36:36
3090,2021-01-13 02:14:23
3091,2021-01-13 01:37:50
3092,2021-01-12 10:44:33
3093,2021-01-12 10:00:25
3094,2021-01-12 09:47:26
3095,2021-01-12 08:41:05
3096,2021-01-12 07:35:35
3097,2021-01-12 07:11:55
3098,2021-01-11 05:06:14
3099,2021-01-10 08:09:55
3100,2021-01-10 05:24:40
3101,2021-01-09 10:23:33
3102,2021-01-09 09:14:57
3103,2021-01-09 08:37:01
3104,2021-01-09 08:32:48
3105,2021-01-09 08:30:34
3106,2021-01-09 08:29:45
3107,2021-01-09 06:42:04
3108,2021-01-08 12:14:06
3109,2021-01-08 12:11:37
3110,2021-01-08 10:24:42
3111,2021-01-08 09:49:10
3112,2021-01-08 08:51:17
3113,2021-01-08 07:59:18
3114,2021-01-08 07:56:36
3115,2021-01-08 05:54:16
3116,2021-01-08 05:51:16
3117,2021-01-08 05:47:43
3118,2021-01-08 05:47:15
3119,2021-01-08 05:39:20
3120,2021-01-08 05:38:57
3121,2021-01-07 19:30:24
3122,2021-01-07 16:52:45
3123,2021-01-07 16:32:55
3124,2021-01-07 16:25:48
3125,2021-01-07 16:17:03
3126,2021-01-07 16:07:16
3127,2021-01-07 16:05:35
3128,2021-01-07 15:56:45
3129,2021-01-07 15:49:41
3130,2021-01-07 15:23:17
3131,2021-01-07 15:20:57
3132,2021-01-07 15:12:55
3133,2021-01-07 13:57:22
3134,2021-01-07 13:53:28
3135,2021-01-07 06:41:46
3136,2021-01-07 06:37:49
3137,2021-01-07 06:26:41
3138,2021-01-07 06:09:58
3139,2021-01-07 06:08:02
3140,2021-01-07 06:03:34
3141,2021-01-07 05:59:54
3142,2021-01-07 05:51:16
3143,2021-01-07 05:45:51
3144,2021-01-07 05:15:05
3145,2021-01-06 07:45:33
3146,2021-01-05 08:25:33
3147,2021-01-04 10:34:50
3148,2021-01-04 09:57:25
3149,2021-01-03 06:37:44
3150,2021-01-03 05:40:00
3151,2021-01-03 04:35:55
3152,2020-12-29 02:59:39
3153,2020-12-29 02:48:35
3154,2020-12-27 01:17:36
3155,2020-12-27 01:12:49
3156,2020-12-27 01:12:43
3157,2020-12-27 01:03:03
3158,2020-12-27 01:02:22
3159,2020-12-27 00:52:43
3160,2020-12-27 00:02:45
3161,2020-12-26 23:36:52
3162,2020-12-26 09:55:12
3163,2020-12-24 07:15:41
3164,2020-12-24 01:01:52
3165,2020-12-23 10:56:52
3166,2020-12-23 10:05:03
3167,2020-12-23 09:15:16
3168,2020-12-23 08:19:56
3169,2020-12-21 05:58:22
3170,2020-12-21 05:51:35
3171,2020-12-21 04:18:25
3172,2020-12-21 03:13:48
3173,2020-12-21 02:25:00
3174,2020-12-21 01:31:02
3175,2020-12-21 00:27:36
3176,2020-12-20 23:36:40
3177,2020-12-20 22:34:47
3178,2020-12-20 20:46:59
3179,2020-12-20 10:42:03
3180,2020-12-20 08:26:41
3181,2020-12-20 07:40:42
3182,2020-12-20 07:11:47
3183,2020-12-20 05:16:13
3184,2020-12-20 04:43:35
3185,2020-12-20 03:12:18
3186,2020-12-20 02:39:24
3187,2020-12-19 07:38:46
3188,2020-12-19 03:49:29
3189,2020-12-18 12:17:26
3190,2020-12-18 11:03:12
3191,2020-12-18 10:41:34
3192,2020-12-18 07:50:35
3193,2020-12-18 07:18:04
3194,2020-12-18 07:08:29
3195,2020-12-18 02:05:53
3196,2020-12-18 02:01:12
3197,2020-12-18 00:09:08
3198,2020-12-17 10:54:51
3199,2020-12-17 10:11:00
3200,2020-12-17 09:36:21
3201,2020-12-16 11:10:51
3202,2020-12-16 10:19:57
3203,2020-12-16 08:47:52
3204,2020-12-16 08:11:54
3205,2020-12-15 23:28:48
3206,2020-12-15 11:04:26
3207,2020-12-15 10:19:51
3208,2020-12-15 09:21:12
3209,2020-12-15 07:40:23
3210,2020-12-15 06:44:30
3211,2020-12-15 05:35:36
3212,2020-12-15 02:42:25
3213,2020-12-13 07:21:27
3214,2020-12-13 06:33:21
3215,2020-12-13 05:07:54
3216,2020-12-13 04:15:28
3217,2020-12-13 03:21:00
3218,2020-12-13 02:22:57
3219,2020-12-13 01:35:21
3220,2020-12-13 01:15:33
3221,2020-12-12 02:30:53
3222,2020-12-11 08:19:28
3223,2020-12-11 07:29:42
3224,2020-12-11 06:39:12
3225,2020-12-11 01:56:21
3226,2020-12-11 01:14:22
3227,2020-12-10 10:39:36
3228,2020-12-10 09:33:23
3229,2020-12-09 09:26:25
3230,2020-12-09 03:31:20
3231,2020-12-08 10:32:06
3232,2020-12-08 09:36:09
3233,2020-12-08 08:57:54
3234,2020-12-08 05:07:09
3235,2020-12-08 04:05:40
3236,2020-12-08 03:41:46
3237,2020-12-08 00:01:52
3238,2020-12-07 09:14:24
3239,2020-12-07 08:47:53
3240,2020-12-07 05:52:09
3241,2020-12-07 04:48:16
3242,2020-12-07 03:41:37
3243,2020-12-07 02:46:49
3244,2020-12-07 01:50:39
3245,2020-12-07 01:19:50
3246,2020-12-07 01:00:48
3247,2020-12-06 10:01:58
3248,2020-12-06 09:13:53
3249,2020-12-06 08:25:06
3250,2020-12-06 04:02:13
3251,2020-12-05 02:30:38
3252,2020-12-05 01:45:32
3253,2020-12-05 00:57:07
3254,2020-12-05 00:06:02
3255,2020-12-04 01:42:11
3256,2020-11-25 10:09:05
3257,2020-11-15 23:02:59
3258,2020-11-15 22:54:47
3259,2020-11-15 01:04:16
3260,2020-11-14 23:53:25
3261,2020-11-14 23:39:28
3262,2020-11-13 22:30:20
3263,2020-11-13 21:51:48
3264,2020-11-08 01:34:02
3265,2020-11-07 07:59:33
3266,2020-11-07 07:59:13
3267,2020-11-07 07:07:42
3268,2020-11-05 01:04:30
3269,2020-11-05 00:33:10
3270,2020-11-04 01:28:37
3271,2020-11-04 01:12:38
3272,2020-11-03 02:44:25
3273,2020-11-03 02:02:16
3274,2020-11-02 17:15:32
3275,2020-11-02 02:31:12
3276,2020-11-02 02:28:40
3277,2020-11-01 23:30:07
3278,2020-11-01 22:29:51
3279,2020-11-01 22:29:44
3280,2020-11-01 22:29:28
3281,2020-11-01 21:45:17
3282,2020-11-01 21:25:36
3283,2020-11-01 20:15:35
3284,2020-11-01 20:02:26
3285,2020-11-01 00:01:27
3286,2020-10-31 23:24:01
3287,2020-10-31 00:36:48
3288,2020-10-27 01:38:20
3289,2020-10-23 17:13:38
3290,2020-10-17 03:21:12
3291,2020-10-17 02:45:51
3292,2020-10-17 01:27:52
3293,2020-10-10 02:00:18
3294,2020-10-09 06:55:49
3295,2020-10-09 05:37:08
3296,2020-10-09 05:36:09
3297,2020-10-01 09:31:09
3298,2020-09-26 21:39:33
3299,2020-09-24 21:55:32
3300,2020-09-24 21:34:36
3301,2020-09-24 21:09:48
3302,2020-09-24 00:28:35
3303,2020-09-23 23:44:30
3304,2020-09-23 23:40:43
3305,2020-09-16 20:44:54
3306,2020-09-08 05:03:10
3307,2020-09-03 04:26:53
3308,2020-09-03 04:16:13
3309,2020-09-03 03:55:17
3310,2020-09-01 22:45:28
3311,2020-09-01 22:21:00
3312,2020-09-01 21:41:59
3313,2020-08-29 06:23:17
3314,2020-08-23 23:50:33
3315,2020-08-21 05:36:44
3316,2020-08-21 04:39:11
3317,2020-08-21 03:31:45
3318,2020-08-21 03:10:17
3319,2020-08-18 04:38:51
3320,2020-08-17 06:09:13
3321,2020-08-17 05:25:14
3322,2020-08-17 04:26:34
3323,2020-08-17 03:07:18
3324,2020-08-17 02:45:13
3325,2020-08-17 01:22:44
3326,2020-08-17 00:21:56
3327,2020-08-16 17:52:42
3328,2020-08-16 04:32:59
3329,2020-08-16 04:28:19
3330,2020-08-16 04:22:03
3331,2020-08-16 02:58:56
3332,2020-08-16 02:33:56
3333,2020-08-16 01:27:11
3334,2020-08-15 23:07:08
3335,2020-08-15 20:12:29
3336,2020-08-15 20:01:39
3337,2020-08-15 19:22:53
3338,2020-08-15 17:41:51
3339,2020-08-15 05:57:18
3340,2020-08-15 03:09:08
3341,2020-08-15 01:11:27
3342,2020-08-13 04:38:09
3343,2020-08-13 03:46:07
3344,2020-08-12 04:10:55
3345,2020-08-12 03:54:24
3346,2020-08-11 03:58:03
3347,2020-08-11 03:31:39
3348,2020-08-09 20:57:50
3349,2020-08-09 20:41:24
3350,2020-08-09 19:34:01
3351,2020-08-09 04:35:28
3352,2020-08-09 02:26:21
3353,2020-08-08 19:44:14
3354,2020-08-08 05:07:37
3355,2020-08-08 04:50:42
3356,2020-08-08 04:49:49
3357,2020-08-08 02:15:31
3358,2020-08-05 21:41:58
3359,2020-08-04 21:21:32
3360,2020-08-04 20:41:53
3361,2020-08-02 21:05:32
3362,2020-08-02 19:02:23
3363,2020-08-02 18:34:35
3364,2020-08-02 05:21:45
3365,2020-08-02 05:21:39
3366,2020-08-01 03:47:49
3367,2020-08-01 03:11:20
3368,2020-07-31 03:46:22
3369,2020-07-29 03:55:50
3370,2020-07-29 03:38:24
3371,2020-07-28 04:47:59
3372,2020-07-28 03:27:03
3373,2020-07-25 05:17:52
3374,2020-07-25 03:54:26
3375,2020-07-25 02:21:49
3376,2020-07-25 02:08:17
3377,2020-07-25 01:07:21
3378,2020-07-25 01:06:58
3379,2020-07-24 03:04:06
3380,2020-07-23 05:25:36
3381,2020-07-23 04:17:55
3382,2020-07-23 03:52:23
3383,2020-07-23 00:35:41
3384,2020-07-22 04:32:14
3385,2020-07-21 04:55:22
3386,2020-07-20 04:45:15
3387,2020-07-20 04:16:10
3388,2020-07-20 03:39:57
3389,2020-07-20 02:04:20
3390,2020-07-20 00:26:51
3391,2020-07-19 22:43:06
3392,2020-07-19 22:38:58
3393,2020-07-19 20:51:59
3394,2020-07-19 01:33:46
3395,2020-07-18 05:42:09
3396,2020-07-18 04:43:11
3397,2020-07-18 03:39:35
3398,2020-07-17 04:33:00
3399,2020-07-17 03:25:34
3400,2020-07-16 03:54:12
3401,2020-07-16 03:09:20
3402,2020-07-16 01:05:09
3403,2020-07-15 03:39:16
3404,2020-07-14 05:31:11
3405,2020-07-14 04:31:02
3406,2020-07-13 05:00:33
3407,2020-07-13 04:10:46
3408,2020-07-13 03:01:40
3409,2020-07-13 01:46:20
3410,2020-07-13 01:40:54
3411,2020-07-13 00:27:27
3412,2020-07-12 23:12:04
3413,2020-07-12 22:45:31
3414,2020-07-12 04:47:33
3415,2020-07-12 00:09:32
3416,2020-07-11 22:47:46
3417,2020-07-11 04:34:50
3418,2020-07-11 03:35:42
3419,2020-07-11 01:07:24
3420,2020-07-11 01:04:31
3421,2020-07-10 05:59:07
3422,2020-07-10 04:56:49
3423,2020-07-10 03:41:56
3424,2020-07-08 03:14:29
3425,2020-07-08 03:03:49
3426,2020-07-07 04:29:39
3427,2020-07-06 19:48:43
3428,2020-07-06 19:01:20
3429,2020-07-06 04:48:04
3430,2020-07-06 03:43:15
3431,2020-07-06 03:19:39
3432,2020-07-06 03:19:15
3433,2020-07-05 04:16:15
3434,2020-07-05 04:12:23
3435,2020-07-05 04:06:20
3436,2020-07-05 04:03:19
3437,2020-07-05 03:58:13
3438,2020-07-02 04:54:34
3439,2020-07-02 04:29:21
3440,2020-07-02 04:12:18
3441,2020-07-01 03:52:10
3442,2020-06-30 04:19:08
3443,2020-06-30 03:57:21
3444,2020-06-30 03:35:25
3445,2020-06-30 03:13:46
3446,2020-06-30 02:40:44
3447,2020-06-29 04:37:56
3448,2020-06-29 04:35:23
3449,2020-06-29 03:53:59
3450,2020-06-28 04:34:07
3451,2020-06-28 04:20:52
3452,2020-06-28 04:20:22
3453,2020-06-27 23:24:49
3454,2020-06-27 01:22:02
3455,2020-06-26 23:25:11
3456,2020-06-25 02:51:00
3457,2020-06-25 02:29:14
3458,2020-06-25 01:59:53
3459,2020-06-25 01:47:08
3460,2020-06-25 00:34:47
3461,2020-06-25 00:13:01
3462,2020-06-25 00:03:15
3463,2020-06-24 17:18:18
3464,2020-06-24 16:55:14
3465,2020-06-24 15:25:41
3466,2020-06-24 15:04:56
3467,2020-06-24 02:04:17
3468,2020-06-24 01:48:14
3469,2020-06-24 00:38:52
3470,2020-06-24 00:17:20
3471,2020-06-23 05:27:34
3472,2020-06-23 05:05:52
3473,2020-06-23 05:01:57
3474,2020-06-23 02:54:24
3475,2020-06-23 02:11:28
3476,2020-06-22 05:11:31
3477,2020-06-22 03:18:46
3478,2020-06-22 03:11:39
3479,2020-06-21 14:27:37
3480,2020-06-21 03:01:43
3481,2020-06-21 02:58:06
3482,2020-06-21 02:33:33
3483,2020-06-21 01:23:24
3484,2020-06-20 23:16:51
3485,2020-06-20 23:16:17
3486,2020-06-20 17:47:20
3487,2020-06-20 17:19:36
3488,2020-06-20 16:57:40
3489,2020-06-20 16:35:56
3490,2020-06-20 16:14:06
3491,2020-06-20 15:31:23
3492,2020-06-20 15:09:43
3493,2020-06-20 15:00:52
3494,2020-06-20 15:00:45
3495,2020-06-20 14:37:52
3496,2020-06-20 14:13:40
3497,2020-06-20 13:15:05
3498,2020-06-20 12:53:00
3499,2020-06-20 12:31:14
3500,2020-06-20 12:12:05
3501,2020-06-20 06:00:42
3502,2020-06-20 05:38:56
3503,2020-06-20 05:15:30
3504,2020-06-20 04:38:32
3505,2020-06-20 04:16:47
3506,2020-06-20 03:50:42
3507,2020-06-20 03:25:57
3508,2020-06-20 02:59:34
3509,2020-06-20 02:27:35
3510,2020-06-20 02:03:44
3511,2020-06-20 01:34:57
3512,2020-06-20 01:04:26
3513,2020-06-19 04:59:05
3514,2020-06-19 04:35:43
3515,2020-06-19 04:14:03
3516,2020-06-19 03:52:24
3517,2020-06-19 03:19:35
3518,2020-06-19 03:09:33
3519,2020-06-19 03:03:14
3520,2020-06-18 00:24:30
3521,2020-06-17 23:59:18
3522,2020-06-17 03:28:08
3523,2020-06-17 02:15:52
3524,2020-06-17 01:36:25
3525,2020-06-16 06:16:51
3526,2020-06-16 05:23:34
3527,2020-06-15 04:48:04
3528,2020-06-15 04:39:41
3529,2020-06-15 03:21:29
3530,2020-06-15 02:34:57
3531,2020-06-14 23:42:21
3532,2020-06-14 23:39:40
3533,2020-06-14 21:50:41
3534,2020-06-14 04:00:46
3535,2020-06-14 03:24:05
3536,2020-06-14 02:58:29
3537,2020-06-14 01:32:37
3538,2020-06-14 01:06:28
3539,2020-06-14 00:38:58
3540,2020-06-14 00:16:19
3541,2020-06-13 23:54:38
3542,2020-06-13 23:48:34
3543,2020-06-13 16:54:50
3544,2020-06-13 04:33:23
3545,2020-06-13 04:11:44
3546,2020-06-13 03:49:18
3547,2020-06-13 03:30:20
3548,2020-06-12 01:23:54
3549,2020-06-10 23:39:39
3550,2020-06-10 03:30:42
3551,2020-06-10 00:47:24
3552,2020-06-09 20:10:03
3553,2020-06-07 17:23:38
3554,2020-06-07 16:57:16
3555,2020-06-06 05:08:07
3556,2020-06-06 04:53:40
3557,2020-06-06 03:08:27
